version,nthread_per_block,nstep_per_thread,num_steps,runtime
1_1 basic,128,1024,100000,0.00080998403
1_3 shared memory and atomic,128,1024,100000,0.0091361284
1_4 reduction multi stage,128,1024,100000,0.00097280002
1_1 basic,128,1024,100000,0.00075571197
1_3 shared memory and atomic,128,1024,100000,0.0080824318
1_4 reduction multi stage,128,1024,100000,0.00090726399
1_1 basic,128,1024,100000,0.00094515198
1_3 shared memory and atomic,128,1024,100000,0.0092631044
1_4 reduction multi stage,128,1024,100000,0.00095231998
1_1 basic,128,1024,100000,0.00081612802
1_3 shared memory and atomic,128,1024,100000,0.0092323837
1_4 reduction multi stage,128,1024,100000,0.00092774397
1_1 basic,128,1024,100000,0.00091033602
1_3 shared memory and atomic,128,1024,100000,0.0076400638
1_4 reduction multi stage,128,1024,100000,0.00098303998
1_1 basic,256,1,100000,0.00059391999
1_3 shared memory and atomic,256,1,100000,0.001362944
1_4 reduction multi stage,256,1,100000,0.00065535998
1_1 basic,256,1,100000,0.000736256
1_3 shared memory and atomic,256,1,100000,0.001434624
1_4 reduction multi stage,256,1,100000,0.0012441601
1_1 basic,256,1,100000,0.00063078398
1_3 shared memory and atomic,256,1,100000,0.001406976
1_4 reduction multi stage,256,1,100000,0.00049971199
1_1 basic,256,1,100000,0.00071475202
1_3 shared memory and atomic,256,1,100000,0.0011776
1_4 reduction multi stage,256,1,100000,0.00054579198
1_1 basic,256,1,100000,0.00061747199
1_3 shared memory and atomic,256,1,100000,0.00137728
1_4 reduction multi stage,256,1,100000,0.00063078398
1_1 basic,256,1,100000,0.00065228802
1_3 shared memory and atomic,256,1,100000,0.001467392
1_4 reduction multi stage,256,1,100000,0.000453632
1_1 basic,256,1,100000,0.00072908801
1_3 shared memory and atomic,256,1,100000,0.00129024
1_4 reduction multi stage,256,1,100000,0.00058880001
1_1 basic,256,1,100000,0.00054374403
1_3 shared memory and atomic,256,1,100000,0.003135488
1_4 reduction multi stage,256,1,100000,0.00043520001
1_1 basic,256,1,100000,0.00078438401
1_3 shared memory and atomic,256,1,100000,0.0012759041
1_4 reduction multi stage,256,1,100000,0.00042803201
1_1 basic,256,1,100000,0.00076902401
1_3 shared memory and atomic,256,1,100000,0.001164288
1_4 reduction multi stage,256,1,100000,0.00071884799
1_1 basic,256,64,100000,0.00036864001
1_3 shared memory and atomic,256,64,100000,0.0034866879
1_4 reduction multi stage,256,64,100000,0.00046284801
1_1 basic,256,64,100000,0.00065535998
1_3 shared memory and atomic,256,64,100000,0.0025835519
1_4 reduction multi stage,256,64,100000,0.000431104
1_1 basic,256,64,100000,0.00059903997
1_3 shared memory and atomic,256,64,100000,0.002345984
1_4 reduction multi stage,256,64,100000,0.000649216
1_1 basic,256,64,100000,0.000446464
1_3 shared memory and atomic,256,64,100000,0.00231216
1_4 reduction multi stage,256,64,100000,0.00044748801
1_1 basic,256,64,100000,0.00030720001
1_3 shared memory and atomic,256,64,100000,0.0023910401
1_4 reduction multi stage,256,64,100000,0.00053043199
1_1 basic,256,64,100000,0.00041369599
1_3 shared memory and atomic,256,64,100000,0.0020510719
1_4 reduction multi stage,256,64,100000,0.00061747199
1_1 basic,256,64,100000,0.00046390399
1_3 shared memory and atomic,256,64,100000,0.0024002559
1_4 reduction multi stage,256,64,100000,0.00088985598
1_1 basic,256,64,100000,0.00061235201
1_3 shared memory and atomic,256,64,100000,0.0034242561
1_4 reduction multi stage,256,64,100000,0.00052121598
1_1 basic,256,64,100000,0.00056934398
1_3 shared memory and atomic,256,64,100000,0.002224128
1_4 reduction multi stage,256,64,100000,0.00060006398
1_1 basic,256,64,100000,0.00042803201
1_3 shared memory and atomic,256,64,100000,0.003193856
1_4 reduction multi stage,256,64,100000,0.00046694401
1_1 basic,256,256,100000,0.000211968
1_3 shared memory and atomic,256,256,100000,0.007210784
1_4 reduction multi stage,256,256,100000,0.00070963198
1_1 basic,256,256,100000,0.00058777601
1_3 shared memory and atomic,256,256,100000,0.0066682882
1_4 reduction multi stage,256,256,100000,0.00015564799
1_1 basic,256,256,100000,0.00063795203
1_3 shared memory and atomic,256,256,100000,0.006197248
1_4 reduction multi stage,256,256,100000,0.00085094398
1_1 basic,256,256,100000,0.000586752
1_3 shared memory and atomic,256,256,100000,0.0079462399
1_4 reduction multi stage,256,256,100000,0.00063283199
1_1 basic,256,256,100000,0.000728064
1_3 shared memory and atomic,256,256,100000,0.0071833601
1_4 reduction multi stage,256,256,100000,0.00015360001
1_1 basic,256,256,100000,0.00054579198
1_3 shared memory and atomic,256,256,100000,0.0068659201
1_4 reduction multi stage,256,256,100000,0.00055295998
1_1 basic,256,256,100000,0.00095231998
1_3 shared memory and atomic,256,256,100000,0.0057702398
1_4 reduction multi stage,256,256,100000,0.00052223998
1_1 basic,256,256,100000,0.00059289598
1_3 shared memory and atomic,256,256,100000,0.0062576642
1_4 reduction multi stage,256,256,100000,0.00075468802
1_1 basic,256,256,100000,0.00051814401
1_3 shared memory and atomic,256,256,100000,0.007452672
1_4 reduction multi stage,256,256,100000,0.000610304
1_1 basic,256,256,100000,0.00029081601
1_3 shared memory and atomic,256,256,100000,0.006453248
1_4 reduction multi stage,256,256,100000,0.00039628801
1_1 basic,256,1024,100000,0.000689152
1_3 shared memory and atomic,256,1024,100000,0.013806592
1_4 reduction multi stage,256,1024,100000,0.00068403202
1_1 basic,256,1024,100000,0.00066764802
1_3 shared memory and atomic,256,1024,100000,0.014367744
1_4 reduction multi stage,256,1024,100000,0.001634304
1_1 basic,256,1024,100000,0.00061235201
1_3 shared memory and atomic,256,1024,100000,0.015720448
1_4 reduction multi stage,256,1024,100000,0.000493568
1_1 basic,256,1024,100000,0.00065945601
1_3 shared memory and atomic,256,1024,100000,0.015162368
1_4 reduction multi stage,256,1024,100000,0.00109568
1_1 basic,256,1024,100000,0.00078847998
1_3 shared memory and atomic,256,1024,100000,0.01611776
1_4 reduction multi stage,256,1024,100000,0.00069836801
1_1 basic,256,1024,100000,0.00068297601
1_3 shared memory and atomic,256,1024,100000,0.013211648
1_4 reduction multi stage,256,1024,100000,0.00079974401
1_1 basic,256,1024,100000,0.000892928
1_3 shared memory and atomic,256,1024,100000,0.013375488
1_4 reduction multi stage,256,1024,100000,0.00081715202
1_1 basic,256,1024,100000,0.00063692802
1_3 shared memory and atomic,256,1024,100000,0.014713856
1_4 reduction multi stage,256,1024,100000,0.00066764802
1_1 basic,256,1024,100000,0.00065331203
1_3 shared memory and atomic,256,1024,100000,0.014067712
1_4 reduction multi stage,256,1024,100000,0.00068505597
1_1 basic,256,1024,100000,0.00067481601
1_3 shared memory and atomic,256,1024,100000,0.014267392
1_4 reduction multi stage,256,1024,100000,0.00080383998
1_1 basic,1,1,1000000,0.013267968
1_3 shared memory and atomic,1,1,1000000,0.015158272
1_4 reduction multi stage,1,1,1000000,0.017595392
1_1 basic,1,1,1000000,0.0132352
1_3 shared memory and atomic,1,1,1000000,0.015506432
1_4 reduction multi stage,1,1,1000000,0.016279552
1_1 basic,1,1,1000000,0.013370368
1_3 shared memory and atomic,1,1,1000000,0.015409152
1_4 reduction multi stage,1,1,1000000,0.016301056
1_1 basic,1,1,1000000,0.01324032
1_3 shared memory and atomic,1,1,1000000,0.015218688
1_4 reduction multi stage,1,1,1000000,0.017784832
1_1 basic,1,1,1000000,0.013062144
1_3 shared memory and atomic,1,1,1000000,0.015207424
1_4 reduction multi stage,1,1,1000000,0.017465343
1_1 basic,1,1,1000000,0.013299712
1_3 shared memory and atomic,1,1,1000000,0.014379008
1_4 reduction multi stage,1,1,1000000,0.0164352
1_1 basic,1,1,1000000,0.013211648
1_3 shared memory and atomic,1,1,1000000,0.015489024
1_4 reduction multi stage,1,1,1000000,0.016374784
1_1 basic,1,1,1000000,0.013048832
1_3 shared memory and atomic,1,1,1000000,0.017249281
1_4 reduction multi stage,1,1,1000000,0.01599488
1_1 basic,1,1,1000000,0.013208576
1_3 shared memory and atomic,1,1,1000000,0.015497216
1_4 reduction multi stage,1,1,1000000,0.014992384
1_1 basic,1,1,1000000,0.011794432
1_3 shared memory and atomic,1,1,1000000,0.015563776
1_4 reduction multi stage,1,1,1000000,0.015973376
1_1 basic,1,64,1000000,0.0089712639
1_3 shared memory and atomic,1,64,1000000,0.009637888
1_4 reduction multi stage,1,64,1000000,0.0091238403
1_1 basic,1,64,1000000,0.0091852798
1_3 shared memory and atomic,1,64,1000000,0.0092272644
1_4 reduction multi stage,1,64,1000000,0.013406208
1_1 basic,1,64,1000000,0.010509312
1_3 shared memory and atomic,1,64,1000000,0.01126912
1_4 reduction multi stage,1,64,1000000,0.0092241917
1_1 basic,1,64,1000000,0.0080046082
1_3 shared memory and atomic,1,64,1000000,0.0082421761
1_4 reduction multi stage,1,64,1000000,0.010138624
1_1 basic,1,64,1000000,0.0089692163
1_3 shared memory and atomic,1,64,1000000,0.0083691521
1_4 reduction multi stage,1,64,1000000,0.010290176
1_1 basic,1,64,1000000,0.0089507837
1_3 shared memory and atomic,1,64,1000000,0.011392
1_4 reduction multi stage,1,64,1000000,0.010599424
1_1 basic,1,64,1000000,0.0099973116
1_3 shared memory and atomic,1,64,1000000,0.0092037125
1_4 reduction multi stage,1,64,1000000,0.011964416
1_1 basic,1,64,1000000,0.0080128002
1_3 shared memory and atomic,1,64,1000000,0.0079984641
1_4 reduction multi stage,1,64,1000000,0.011404256
1_1 basic,1,64,1000000,0.0079984641
1_3 shared memory and atomic,1,64,1000000,0.00832512
1_4 reduction multi stage,1,64,1000000,0.0091801596
1_1 basic,1,64,1000000,0.010156032
1_3 shared memory and atomic,1,64,1000000,0.0091607037
1_4 reduction multi stage,1,64,1000000,0.010458112
1_1 basic,1,256,1000000,0.0092559357
1_3 shared memory and atomic,1,256,1000000,0.0093491201
1_4 reduction multi stage,1,256,1000000,0.010732544
1_1 basic,1,256,1000000,0.0080783682
1_3 shared memory and atomic,1,256,1000000,0.0083578882
1_4 reduction multi stage,1,256,1000000,0.010451968
1_1 basic,1,256,1000000,0.0091156483
1_3 shared memory and atomic,1,256,1000000,0.0096839676
1_4 reduction multi stage,1,256,1000000,0.0095139837
1_1 basic,1,256,1000000,0.0080905924
1_3 shared memory and atomic,1,256,1000000,0.0083773441
1_4 reduction multi stage,1,256,1000000,0.0094576635
1_1 basic,1,256,1000000,0.007706624
1_3 shared memory and atomic,1,256,1000000,0.0083906565
1_4 reduction multi stage,1,256,1000000,0.010892288
1_1 basic,1,256,1000000,0.010635264
1_3 shared memory and atomic,1,256,1000000,0.0097546244
1_4 reduction multi stage,1,256,1000000,0.0107776
1_1 basic,1,256,1000000,0.0098047676
1_3 shared memory and atomic,1,256,1000000,0.0099297276
1_4 reduction multi stage,1,256,1000000,0.012186624
1_1 basic,1,256,1000000,0.0095385599
1_3 shared memory and atomic,1,256,1000000,0.0086333437
1_4 reduction multi stage,1,256,1000000,0.010626048
1_1 basic,1,256,1000000,0.007759872
1_3 shared memory and atomic,1,256,1000000,0.0092600317
1_4 reduction multi stage,1,256,1000000,0.010308608
1_1 basic,1,256,1000000,0.0091299839
1_3 shared memory and atomic,1,256,1000000,0.0096624641
1_4 reduction multi stage,1,256,1000000,0.0092938242
1_1 basic,1,1024,1000000,0.0085370884
1_3 shared memory and atomic,1,1024,1000000,0.011254784
1_4 reduction multi stage,1,1024,1000000,0.0095436802
1_1 basic,1,1024,1000000,0.010861568
1_3 shared memory and atomic,1,1024,1000000,0.010430464
1_4 reduction multi stage,1,1024,1000000,0.010523648
1_1 basic,1,1024,1000000,0.008574976
1_3 shared memory and atomic,1,1024,1000000,0.0087541761
1_4 reduction multi stage,1,1024,1000000,0.010497024
1_1 basic,1,1024,1000000,0.0099983358
1_3 shared memory and atomic,1,1024,1000000,0.0098519039
1_4 reduction multi stage,1,1024,1000000,0.010518528
1_1 basic,1,1024,1000000,0.0094248962
1_3 shared memory and atomic,1,1024,1000000,0.0097576962
1_4 reduction multi stage,1,1024,1000000,0.01079296
1_1 basic,1,1024,1000000,0.0097402878
1_3 shared memory and atomic,1,1024,1000000,0.0083199997
1_4 reduction multi stage,1,1024,1000000,0.0096051197
1_1 basic,1,1024,1000000,0.0085442562
1_3 shared memory and atomic,1,1024,1000000,0.0085043201
1_4 reduction multi stage,1,1024,1000000,0.010578944
1_1 basic,1,1024,1000000,0.010758144
1_3 shared memory and atomic,1,1024,1000000,0.011695104
1_4 reduction multi stage,1,1024,1000000,0.0098621445
1_1 basic,1,1024,1000000,0.0084828157
1_3 shared memory and atomic,1,1024,1000000,0.0097269764
1_4 reduction multi stage,1,1024,1000000,0.0097679358
1_1 basic,1,1024,1000000,0.010087424
1_3 shared memory and atomic,1,1024,1000000,0.011101152
1_4 reduction multi stage,1,1024,1000000,0.01053696
1_1 basic,32,1,1000000,0.00403968
1_3 shared memory and atomic,32,1,1000000,0.002506752
1_4 reduction multi stage,32,1,1000000,0.00126464
1_1 basic,32,1,1000000,0.002660352
1_3 shared memory and atomic,32,1,1000000,0.0021524479
1_4 reduction multi stage,32,1,1000000,0.0010731519
1_1 basic,32,1,1000000,0.00332288
1_3 shared memory and atomic,32,1,1000000,0.003034112
1_4 reduction multi stage,32,1,1000000,0.00087651199
1_1 basic,32,1,1000000,0.002664448
1_3 shared memory and atomic,32,1,1000000,0.002072576
1_4 reduction multi stage,32,1,1000000,0.00091238397
1_1 basic,32,1,1000000,0.0027770879
1_3 shared memory and atomic,32,1,1000000,0.001626112
1_4 reduction multi stage,32,1,1000000,0.000868352
1_1 basic,32,1,1000000,0.0030525441
1_3 shared memory and atomic,32,1,1000000,0.002034688
1_4 reduction multi stage,32,1,1000000,0.001273856
1_1 basic,32,1,1000000,0.002628608
1_3 shared memory and atomic,32,1,1000000,0.00194048
1_4 reduction multi stage,32,1,1000000,0.00107008
1_1 basic,32,1,1000000,0.0027074561
1_3 shared memory and atomic,32,1,1000000,0.0022661121
1_4 reduction multi stage,32,1,1000000,0.00098099202
1_1 basic,32,1,1000000,0.0030976
1_3 shared memory and atomic,32,1,1000000,0.001982464
1_4 reduction multi stage,32,1,1000000,0.001422336
1_1 basic,32,1,1000000,0.0026163199
1_3 shared memory and atomic,32,1,1000000,0.0021094401
1_4 reduction multi stage,32,1,1000000,0.001004544
1_1 basic,32,64,1000000,0.00071577603
1_3 shared memory and atomic,32,64,1000000,0.0021770239
1_4 reduction multi stage,32,64,1000000,0.001124352
1_1 basic,32,64,1000000,0.000806912
1_3 shared memory and atomic,32,64,1000000,0.002229248
1_4 reduction multi stage,32,64,1000000,0.00096870399
1_1 basic,32,64,1000000,0.00071065599
1_3 shared memory and atomic,32,64,1000000,0.0022364161
1_4 reduction multi stage,32,64,1000000,0.00074649602
1_1 basic,32,64,1000000,0.00072294402
1_3 shared memory and atomic,32,64,1000000,0.00213504
1_4 reduction multi stage,32,64,1000000,0.0011008
1_1 basic,32,64,1000000,0.00068710399
1_3 shared memory and atomic,32,64,1000000,0.002070528
1_4 reduction multi stage,32,64,1000000,0.00072601599
1_1 basic,32,64,1000000,0.00067788798
1_3 shared memory and atomic,32,64,1000000,0.0040222721
1_4 reduction multi stage,32,64,1000000,0.00082432002
1_1 basic,32,64,1000000,0.00073830402
1_3 shared memory and atomic,32,64,1000000,0.001928192
1_4 reduction multi stage,32,64,1000000,0.00101888
1_1 basic,32,64,1000000,0.00088678402
1_3 shared memory and atomic,32,64,1000000,0.003382272
1_4 reduction multi stage,32,64,1000000,0.001028096
1_1 basic,32,64,1000000,0.00076288003
1_3 shared memory and atomic,32,64,1000000,0.0022097919
1_4 reduction multi stage,32,64,1000000,0.00159232
1_1 basic,32,64,1000000,0.00071372801
1_3 shared memory and atomic,32,64,1000000,0.0035461121
1_4 reduction multi stage,32,64,1000000,0.0014960639
1_1 basic,32,256,1000000,0.001145856
1_3 shared memory and atomic,32,256,1000000,0.0024606719
1_4 reduction multi stage,32,256,1000000,0.00079974401
1_1 basic,32,256,1000000,0.000892928
1_3 shared memory and atomic,32,256,1000000,0.002279424
1_4 reduction multi stage,32,256,1000000,0.001022976
1_1 basic,32,256,1000000,0.00079459202
1_3 shared memory and atomic,32,256,1000000,0.003381248
1_4 reduction multi stage,32,256,1000000,0.000822272
1_1 basic,32,256,1000000,0.00072089601
1_3 shared memory and atomic,32,256,1000000,0.002390048
1_4 reduction multi stage,32,256,1000000,0.00074956799
1_1 basic,32,256,1000000,0.00055193597
1_3 shared memory and atomic,32,256,1000000,0.002376704
1_4 reduction multi stage,32,256,1000000,0.00079667199
1_1 basic,32,256,1000000,0.00060620803
1_3 shared memory and atomic,32,256,1000000,0.0024862721
1_4 reduction multi stage,32,256,1000000,0.00088576001
1_1 basic,32,256,1000000,0.00090623999
1_3 shared memory and atomic,32,256,1000000,0.002347008
1_4 reduction multi stage,32,256,1000000,0.000736256
1_1 basic,32,256,1000000,0.00069427198
1_3 shared memory and atomic,32,256,1000000,0.0024258561
1_4 reduction multi stage,32,256,1000000,0.00077824003
1_1 basic,32,256,1000000,0.00068403202
1_3 shared memory and atomic,32,256,1000000,0.0025825281
1_4 reduction multi stage,32,256,1000000,0.00056627202
1_1 basic,32,256,1000000,0.00067993599
1_3 shared memory and atomic,32,256,1000000,0.0024319999
1_4 reduction multi stage,32,256,1000000,0.00090931201
1_1 basic,32,1024,1000000,0.00092774397
1_3 shared memory and atomic,32,1024,1000000,0.0058767042
1_4 reduction multi stage,32,1024,1000000,0.000939008
1_1 basic,32,1024,1000000,0.001752064
1_3 shared memory and atomic,32,1024,1000000,0.006226944
1_4 reduction multi stage,32,1024,1000000,0.001303552
1_1 basic,32,1024,1000000,0.00090931201
1_3 shared memory and atomic,32,1024,1000000,0.0045608959
1_4 reduction multi stage,32,1024,1000000,0.001000448
1_1 basic,32,1024,1000000,0.00088678402
1_3 shared memory and atomic,32,1024,1000000,0.0046059518
1_4 reduction multi stage,32,1024,1000000,0.001007616
1_1 basic,32,1024,1000000,0.00096870399
1_3 shared memory and atomic,32,1024,1000000,0.004503552
1_4 reduction multi stage,32,1024,1000000,0.001188864
1_1 basic,32,1024,1000000,0.00086015999
1_3 shared memory and atomic,32,1024,1000000,0.0045823998
1_4 reduction multi stage,32,1024,1000000,0.00089395201
1_1 basic,32,1024,1000000,0.00088371199
1_3 shared memory and atomic,32,1024,1000000,0.0059074559
1_4 reduction multi stage,32,1024,1000000,0.00093184
1_1 basic,32,1024,1000000,0.000923648
1_3 shared memory and atomic,32,1024,1000000,0.004609024
1_4 reduction multi stage,32,1024,1000000,0.001042432
1_1 basic,32,1024,1000000,0.00052121598
1_3 shared memory and atomic,32,1024,1000000,0.0047882242
1_4 reduction multi stage,32,1024,1000000,0.001220608
1_1 basic,32,1024,1000000,0.001115136
1_3 shared memory and atomic,32,1024,1000000,0.0060753918
1_4 reduction multi stage,32,1024,1000000,0.00085401601
1_1 basic,64,1,1000000,0.0041809921
1_3 shared memory and atomic,64,1,1000000,0.0030146561
1_4 reduction multi stage,64,1,1000000,0.001024
1_1 basic,64,1,1000000,0.0029020159
1_3 shared memory and atomic,64,1,1000000,0.0029655039
1_4 reduction multi stage,64,1,1000000,0.000970752
1_1 basic,64,1,1000000,0.003782656
1_3 shared memory and atomic,64,1,1000000,0.0029511681
1_4 reduction multi stage,64,1,1000000,0.00093081599
1_1 basic,64,1,1000000,0.002689024
1_3 shared memory and atomic,64,1,1000000,0.00297472
1_4 reduction multi stage,64,1,1000000,0.00090112001
1_1 basic,64,1,1000000,0.0022456319
1_3 shared memory and atomic,64,1,1000000,0.0031692801
1_4 reduction multi stage,64,1,1000000,0.0020275199
1_1 basic,64,1,1000000,0.0028907521
1_3 shared memory and atomic,64,1,1000000,0.0031088641
1_4 reduction multi stage,64,1,1000000,0.00088268799
1_1 basic,64,1,1000000,0.0036771841
1_3 shared memory and atomic,64,1,1000000,0.0029317119
1_4 reduction multi stage,64,1,1000000,0.000765984
1_1 basic,64,1,1000000,0.0025507841
1_3 shared memory and atomic,64,1,1000000,0.0033617921
1_4 reduction multi stage,64,1,1000000,0.00099327999
1_1 basic,64,1,1000000,0.0028282881
1_3 shared memory and atomic,64,1,1000000,0.0028712959
1_4 reduction multi stage,64,1,1000000,0.002134016
1_1 basic,64,1,1000000,0.0026695681
1_3 shared memory and atomic,64,1,1000000,0.00287744
1_4 reduction multi stage,64,1,1000000,0.00093184
1_1 basic,64,64,1000000,0.00078847998
1_3 shared memory and atomic,64,64,1000000,0.0030792
1_4 reduction multi stage,64,64,1000000,0.00075468802
1_1 basic,64,64,1000000,0.00095846403
1_3 shared memory and atomic,64,64,1000000,0.0032061441
1_4 reduction multi stage,64,64,1000000,0.00079872
1_1 basic,64,64,1000000,0.00058060801
1_3 shared memory and atomic,64,64,1000000,0.00312624
1_4 reduction multi stage,64,64,1000000,0.00074956799
1_1 basic,64,64,1000000,0.00078540802
1_3 shared memory and atomic,64,64,1000000,0.0032368641
1_4 reduction multi stage,64,64,1000000,0.00070348799
1_1 basic,64,64,1000000,0.00072601599
1_3 shared memory and atomic,64,64,1000000,0.00318976
1_4 reduction multi stage,64,64,1000000,0.00075264001
1_1 basic,64,64,1000000,0.00067174399
1_3 shared memory and atomic,64,64,1000000,0.0043991041
1_4 reduction multi stage,64,64,1000000,0.001047552
1_1 basic,64,64,1000000,0.00071168
1_3 shared memory and atomic,64,64,1000000,0.0027084799
1_4 reduction multi stage,64,64,1000000,0.00076492798
1_1 basic,64,64,1000000,0.00068505597
1_3 shared memory and atomic,64,64,1000000,0.004232192
1_4 reduction multi stage,64,64,1000000,0.00071679997
1_1 basic,64,64,1000000,0.00073113602
1_3 shared memory and atomic,64,64,1000000,0.0046059518
1_4 reduction multi stage,64,64,1000000,0.001042432
1_1 basic,64,64,1000000,0.00082534403
1_3 shared memory and atomic,64,64,1000000,0.004194304
1_4 reduction multi stage,64,64,1000000,0.00067686403
1_1 basic,64,256,1000000,0.00077107197
1_3 shared memory and atomic,64,256,1000000,0.0035471361
1_4 reduction multi stage,64,256,1000000,0.00094412798
1_1 basic,64,256,1000000,0.00068403202
1_3 shared memory and atomic,64,256,1000000,0.003511296
1_4 reduction multi stage,64,256,1000000,0.001001472
1_1 basic,64,256,1000000,0.00062259197
1_3 shared memory and atomic,64,256,1000000,0.00381952
1_4 reduction multi stage,64,256,1000000,0.00121856
1_1 basic,64,256,1000000,0.00091955203
1_3 shared memory and atomic,64,256,1000000,0.0041093121
1_4 reduction multi stage,64,256,1000000,0.00074547201
1_1 basic,64,256,1000000,0.00066969597
1_3 shared memory and atomic,64,256,1000000,0.003695616
1_4 reduction multi stage,64,256,1000000,0.000719872
1_1 basic,64,256,1000000,0.000736256
1_3 shared memory and atomic,64,256,1000000,0.0047063041
1_4 reduction multi stage,64,256,1000000,0.001038336
1_1 basic,64,256,1000000,0.00078643203
1_3 shared memory and atomic,64,256,1000000,0.00351232
1_4 reduction multi stage,64,256,1000000,0.000805888
1_1 basic,64,256,1000000,0.00069939202
1_3 shared memory and atomic,64,256,1000000,0.0038051839
1_4 reduction multi stage,64,256,1000000,0.00072188801
1_1 basic,64,256,1000000,0.00083148801
1_3 shared memory and atomic,64,256,1000000,0.0037396481
1_4 reduction multi stage,64,256,1000000,0.00078131199
1_1 basic,64,256,1000000,0.00070758402
1_3 shared memory and atomic,64,256,1000000,0.0035072
1_4 reduction multi stage,64,256,1000000,0.0023930881
1_1 basic,64,1024,1000000,0.00088576001
1_3 shared memory and atomic,64,1024,1000000,0.0052561922
1_4 reduction multi stage,64,1024,1000000,0.00164864
1_1 basic,64,1024,1000000,0.001731584
1_3 shared memory and atomic,64,1024,1000000,0.0067655678
1_4 reduction multi stage,64,1024,1000000,0.0010004801
1_1 basic,64,1024,1000000,0.001734656
1_3 shared memory and atomic,64,1024,1000000,0.0053053441
1_4 reduction multi stage,64,1024,1000000,0.00104448
1_1 basic,64,1024,1000000,0.00091443199
1_3 shared memory and atomic,64,1024,1000000,0.005540864
1_4 reduction multi stage,64,1024,1000000,0.001540096
1_1 basic,64,1024,1000000,0.00096051198
1_3 shared memory and atomic,64,1024,1000000,0.0052172799
1_4 reduction multi stage,64,1024,1000000,0.001033216
1_1 basic,64,1024,1000000,0.00088371199
1_3 shared memory and atomic,64,1024,1000000,0.0062463999
1_4 reduction multi stage,64,1024,1000000,0.00092876798
1_1 basic,64,1024,1000000,0.001222656
1_3 shared memory and atomic,64,1024,1000000,0.0049029121
1_4 reduction multi stage,64,1024,1000000,0.0010752
1_1 basic,64,1024,1000000,0.000892928
1_3 shared memory and atomic,64,1024,1000000,0.0052684798
1_4 reduction multi stage,64,1024,1000000,0.00096358401
1_1 basic,64,1024,1000000,0.00097177601
1_3 shared memory and atomic,64,1024,1000000,0.0055296001
1_4 reduction multi stage,64,1024,1000000,0.00097484797
1_1 basic,64,1024,1000000,0.00098099202
1_3 shared memory and atomic,64,1024,1000000,0.0054487038
1_4 reduction multi stage,64,1024,1000000,0.001093632
1_1 basic,128,1,1000000,0.0026439681
1_3 shared memory and atomic,128,1,1000000,0.0055664639
1_4 reduction multi stage,128,1,1000000,0.00092057598
1_1 basic,128,1,1000000,0.0040540161
1_3 shared memory and atomic,128,1,1000000,0.005417984
1_4 reduction multi stage,128,1,1000000,0.00091750401
1_1 basic,128,1,1000000,0.0026081281
1_3 shared memory and atomic,128,1,1000000,0.0058961921
1_4 reduction multi stage,128,1,1000000,0.002134016
1_1 basic,128,1,1000000,0.0028026879
1_3 shared memory and atomic,128,1,1000000,0.0056586242
1_4 reduction multi stage,128,1,1000000,0.001406976
1_1 basic,128,1,1000000,0.003785728
1_3 shared memory and atomic,128,1,1000000,0.00681984
1_4 reduction multi stage,128,1,1000000,0.00102912
1_1 basic,128,1,1000000,0.0027084799
1_3 shared memory and atomic,128,1,1000000,0.0055418882
1_4 reduction multi stage,128,1,1000000,0.00091033602
1_1 basic,128,1,1000000,0.0028252161
1_3 shared memory and atomic,128,1,1000000,0.006482944
1_4 reduction multi stage,128,1,1000000,0.00102912
1_1 basic,128,1,1000000,0.003909632
1_3 shared memory and atomic,128,1,1000000,0.0056033282
1_4 reduction multi stage,128,1,1000000,0.00087859201
1_1 basic,128,1,1000000,0.002782208
1_3 shared memory and atomic,128,1,1000000,0.0055275521
1_4 reduction multi stage,128,1,1000000,0.001031168
1_1 basic,128,1,1000000,0.0026490879
1_3 shared memory and atomic,128,1,1000000,0.0082728958
1_4 reduction multi stage,128,1,1000000,0.001992704
1_1 basic,128,64,1000000,0.00098303998
1_3 shared memory and atomic,128,64,1000000,0.0068628478
1_4 reduction multi stage,128,64,1000000,0.0010086401
1_1 basic,128,64,1000000,0.00062873602
1_3 shared memory and atomic,128,64,1000000,0.0058644481
1_4 reduction multi stage,128,64,1000000,0.00099020803
1_1 basic,128,64,1000000,0.00058470398
1_3 shared memory and atomic,128,64,1000000,0.0058695679
1_4 reduction multi stage,128,64,1000000,0.00030310401
1_1 basic,128,64,1000000,0.001366016
1_3 shared memory and atomic,128,64,1000000,0.0069007678
1_4 reduction multi stage,128,64,1000000,0.00123904
1_1 basic,128,64,1000000,0.00077004802
1_3 shared memory and atomic,128,64,1000000,0.0087982082
1_4 reduction multi stage,128,64,1000000,0.00068710399
1_1 basic,128,64,1000000,0.00076595199
1_3 shared memory and atomic,128,64,1000000,0.0059054079
1_4 reduction multi stage,128,64,1000000,0.00067071998
1_1 basic,128,64,1000000,0.00065945601
1_3 shared memory and atomic,128,64,1000000,0.0057364478
1_4 reduction multi stage,128,64,1000000,0.00073113602
1_1 basic,128,64,1000000,0.00079257601
1_3 shared memory and atomic,128,64,1000000,0.0055613441
1_4 reduction multi stage,128,64,1000000,0.00088166398
1_1 basic,128,64,1000000,0.00059903997
1_3 shared memory and atomic,128,64,1000000,0.0060334082
1_4 reduction multi stage,128,64,1000000,0.00074547201
1_1 basic,128,64,1000000,0.00067993599
