version,nthread_per_block,nstep_per_thread,num_steps,runtime
1_4 reduction multi stage,128,1,10000000,0.0053514242
1_1 basic,128,1,10000000,0.025403393
1_3 shared memory and atomic,128,1,10000000,0.054975487
1_4 reduction multi stage,128,1,10000000,0.0068423681
1_1 basic,128,1,10000000,0.025038849
1_3 shared memory and atomic,128,1,10000000,0.0549632
1_4 reduction multi stage,128,1,10000000,0.0053954558
1_1 basic,128,1,10000000,0.026492928
1_3 shared memory and atomic,128,1,10000000,0.0576768
1_4 reduction multi stage,128,1,10000000,0.0056442881
1_1 basic,128,1,10000000,0.024915968
1_3 shared memory and atomic,128,1,10000000,0.055355392
1_4 reduction multi stage,128,1,10000000,0.0067829762
1_1 basic,128,1,10000000,0.026098688
1_3 shared memory and atomic,128,1,10000000,0.055068672
1_4 reduction multi stage,128,1,10000000,0.006764544
1_1 basic,128,1,10000000,0.026053633
1_3 shared memory and atomic,128,1,10000000,0.055470081
1_4 reduction multi stage,128,1,10000000,0.0055910401
1_1 basic,128,64,10000000,0.002853888
1_3 shared memory and atomic,128,64,10000000,0.058200066
1_4 reduction multi stage,128,64,10000000,0.004596736
1_1 basic,128,64,10000000,0.0028354559
1_3 shared memory and atomic,128,64,10000000,0.056531967
1_4 reduction multi stage,128,64,10000000,0.0035502081
1_1 basic,128,64,10000000,0.0027484159
1_3 shared memory and atomic,128,64,10000000,0.058001408
1_4 reduction multi stage,128,64,10000000,0.0032092161
1_1 basic,128,64,10000000,0.002915328
1_3 shared memory and atomic,128,64,10000000,0.056991745
1_4 reduction multi stage,128,64,10000000,0.003570688
1_1 basic,128,64,10000000,0.0029214721
1_3 shared memory and atomic,128,64,10000000,0.061097984
1_4 reduction multi stage,128,64,10000000,0.0033423359
1_1 basic,128,64,10000000,0.002847744
1_3 shared memory and atomic,128,64,10000000,0.056296448
1_4 reduction multi stage,128,64,10000000,0.0031866879
1_1 basic,128,64,10000000,0.0040191998
1_3 shared memory and atomic,128,64,10000000,0.055990273
1_4 reduction multi stage,128,64,10000000,0.003227648
1_1 basic,128,64,10000000,0.0028723199
1_3 shared memory and atomic,128,64,10000000,0.057417728
1_4 reduction multi stage,128,64,10000000,0.0033587201
1_1 basic,128,64,10000000,0.0028026879
1_3 shared memory and atomic,128,64,10000000,0.0581632
1_4 reduction multi stage,128,64,10000000,0.0031385601
1_1 basic,128,64,10000000,0.0028948481
1_3 shared memory and atomic,128,64,10000000,0.05765427
1_4 reduction multi stage,128,64,10000000,0.0034314239
1_1 basic,128,256,10000000,0.002906112
1_3 shared memory and atomic,128,256,10000000,0.06182605
1_4 reduction multi stage,128,256,10000000,0.0031723521
1_1 basic,128,256,10000000,0.0036823039
1_3 shared memory and atomic,128,256,10000000,0.059245567
1_4 reduction multi stage,128,256,10000000,0.0048240638
1_1 basic,128,256,10000000,0.0028897281
1_3 shared memory and atomic,128,256,10000000,0.059980801
1_4 reduction multi stage,128,256,10000000,0.0031457281
1_1 basic,128,256,10000000,0.0040570879
1_3 shared memory and atomic,128,256,10000000,0.060619778
1_4 reduction multi stage,128,256,10000000,0.0046571522
1_1 basic,128,256,10000000,0.0028620801
1_3 shared memory and atomic,128,256,10000000,0.061403137
1_4 reduction multi stage,128,256,10000000,0.0044431362
1_1 basic,128,256,10000000,0.0030248959
1_3 shared memory and atomic,128,256,10000000,0.05865472
1_4 reduction multi stage,128,256,10000000,0.0032061441
1_1 basic,128,256,10000000,0.002843648
1_3 shared memory and atomic,128,256,10000000,0.05883699
1_4 reduction multi stage,128,256,10000000,0.003193856
1_1 basic,128,256,10000000,0.0028702719
1_3 shared memory and atomic,128,256,10000000,0.058570751
1_4 reduction multi stage,128,256,10000000,0.003219456
1_1 basic,128,256,10000000,0.0028907521
1_3 shared memory and atomic,128,256,10000000,0.059614208
1_4 reduction multi stage,128,256,10000000,0.003354624
1_1 basic,128,256,10000000,0.0028559361
1_3 shared memory and atomic,128,256,10000000,0.058242046
1_4 reduction multi stage,128,256,10000000,0.0045844479
1_1 basic,128,1024,10000000,0.0041994238
1_3 shared memory and atomic,128,1024,10000000,0.061589504
1_4 reduction multi stage,128,1024,10000000,0.0034826241
1_1 basic,128,1024,10000000,0.002909184
1_3 shared memory and atomic,128,1024,10000000,0.059529217
1_4 reduction multi stage,128,1024,10000000,0.0031856639
1_1 basic,128,1024,10000000,0.0042332158
1_3 shared memory and atomic,128,1024,10000000,0.059417599
1_4 reduction multi stage,128,1024,10000000,0.0033638401
1_1 basic,128,1024,10000000,0.0029317119
1_3 shared memory and atomic,128,1024,10000000,0.059440128
1_4 reduction multi stage,128,1024,10000000,0.003223552
1_1 basic,128,1024,10000000,0.003951616
1_3 shared memory and atomic,128,1024,10000000,0.060560383
1_4 reduction multi stage,128,1024,10000000,0.003412992
1_1 basic,128,1024,10000000,0.003035136
1_3 shared memory and atomic,128,1024,10000000,0.060784641
1_4 reduction multi stage,128,1024,10000000,0.0033290241
1_1 basic,128,1024,10000000,0.0031088641
1_3 shared memory and atomic,128,1024,10000000,0.060934143
1_4 reduction multi stage,128,1024,10000000,0.0032696321
1_1 basic,128,1024,10000000,0.0030238719
1_3 shared memory and atomic,128,1024,10000000,0.059390976
1_4 reduction multi stage,128,1024,10000000,0.003253248
1_1 basic,128,1024,10000000,0.0029603839
1_3 shared memory and atomic,128,1024,10000000,0.062411777
1_4 reduction multi stage,128,1024,10000000,0.0036444161
1_1 basic,128,1024,10000000,0.0043427839
1_3 shared memory and atomic,128,1024,10000000,0.059313152
1_4 reduction multi stage,128,1024,10000000,0.0032092161
1_1 basic,256,1,10000000,0.024733696
1_3 shared memory and atomic,256,1,10000000,0.10387661
1_4 reduction multi stage,256,1,10000000,0.0064819198
1_1 basic,256,1,10000000,0.02416128
1_3 shared memory and atomic,256,1,10000000,0.10232423
1_4 reduction multi stage,256,1,10000000,0.0054087038
1_1 basic,256,1,10000000,0.024283136
1_3 shared memory and atomic,256,1,10000000,0.10656461
1_4 reduction multi stage,256,1,10000000,0.0055296001
1_1 basic,256,1,10000000,0.026498049
1_3 shared memory and atomic,256,1,10000000,0.10611507
1_4 reduction multi stage,256,1,10000000,0.0055531521
1_1 basic,256,1,10000000,0.023890976
1_3 shared memory and atomic,256,1,10000000,0.10285258
1_4 reduction multi stage,256,1,10000000,0.0054395199
1_1 basic,256,1,10000000,0.02495488
1_3 shared memory and atomic,256,1,10000000,0.099293182
1_4 reduction multi stage,256,1,10000000,0.0067696962
1_1 basic,256,1,10000000,0.023921633
1_3 shared memory and atomic,256,1,10000000,0.097836029
1_4 reduction multi stage,256,1,10000000,0.005132288
1_1 basic,256,1,10000000,0.023841791
1_3 shared memory and atomic,256,1,10000000,0.094358528
1_4 reduction multi stage,256,1,10000000,0.00554496
1_1 basic,256,1,10000000,0.023503872
1_3 shared memory and atomic,256,1,10000000,0.095426559
1_4 reduction multi stage,256,1,10000000,0.0050176001
1_1 basic,256,1,10000000,0.021800961
1_3 shared memory and atomic,256,1,10000000,0.095155197
1_4 reduction multi stage,256,1,10000000,0.0049377279
1_1 basic,256,64,10000000,0.00310272
1_3 shared memory and atomic,256,64,10000000,0.12356301
1_4 reduction multi stage,256,64,10000000,0.00297472
1_1 basic,256,64,10000000,0.002480128
1_3 shared memory and atomic,256,64,10000000,0.11893965
1_4 reduction multi stage,256,64,10000000,0.00284672
1_1 basic,256,64,10000000,0.0024565761
1_3 shared memory and atomic,256,64,10000000,0.11944243
1_4 reduction multi stage,256,64,10000000,0.0029235201
1_1 basic,256,64,10000000,0.0025456641
1_3 shared memory and atomic,256,64,10000000,0.11828326
1_4 reduction multi stage,256,64,10000000,0.002729984
1_1 basic,256,64,10000000,0.002250752
1_3 shared memory and atomic,256,64,10000000,0.10395955
1_4 reduction multi stage,256,64,10000000,0.0032256
1_1 basic,256,64,10000000,0.0022272
1_3 shared memory and atomic,256,64,10000000,0.10538393
1_4 reduction multi stage,256,64,10000000,0.0025845759
1_1 basic,256,64,10000000,0.002162688
1_3 shared memory and atomic,256,64,10000000,0.10507776
1_4 reduction multi stage,256,64,10000000,0.0026531839
1_1 basic,256,64,10000000,0.002248704
1_3 shared memory and atomic,256,64,10000000,0.10469888
1_4 reduction multi stage,256,64,10000000,0.002499584
1_1 basic,256,64,10000000,0.002439168
1_3 shared memory and atomic,256,64,10000000,0.10544947
1_4 reduction multi stage,256,64,10000000,0.002758656
1_1 basic,256,64,10000000,0.0024586239
1_3 shared memory and atomic,256,64,10000000,0.10600038
1_4 reduction multi stage,256,64,10000000,0.002635776
1_1 basic,256,256,10000000,0.0022343681
1_3 shared memory and atomic,256,256,10000000,0.10835968
1_4 reduction multi stage,256,256,10000000,0.002533376
1_1 basic,256,256,10000000,0.0023685119
1_3 shared memory and atomic,256,256,10000000,0.10827981
1_4 reduction multi stage,256,256,10000000,0.00257024
1_1 basic,256,256,10000000,0.0024033279
1_3 shared memory and atomic,256,256,10000000,0.10797056
1_4 reduction multi stage,256,256,10000000,0.002593792
1_1 basic,256,256,10000000,0.002438144
1_3 shared memory and atomic,256,256,10000000,0.10786713
1_4 reduction multi stage,256,256,10000000,0.0028569601
1_1 basic,256,256,10000000,0.00222208
1_3 shared memory and atomic,256,256,10000000,0.10901402
1_4 reduction multi stage,256,256,10000000,0.0024176641
1_1 basic,256,256,10000000,0.0036085761
1_3 shared memory and atomic,256,256,10000000,0.10819174
1_4 reduction multi stage,256,256,10000000,0.0025477121
1_1 basic,256,256,10000000,0.0023377919
1_3 shared memory and atomic,256,256,10000000,0.1094798
1_4 reduction multi stage,256,256,10000000,0.0025159681
1_1 basic,256,256,10000000,0.002004992
1_3 shared memory and atomic,256,256,10000000,0.10683801
1_4 reduction multi stage,256,256,10000000,0.0025456641
1_1 basic,256,256,10000000,0.0022609921
1_3 shared memory and atomic,256,256,10000000,0.10951066
1_4 reduction multi stage,256,256,10000000,0.002630656
1_1 basic,256,256,10000000,0.0020121601
1_3 shared memory and atomic,256,256,10000000,0.10749747
1_4 reduction multi stage,256,256,10000000,0.0025528319
1_1 basic,256,1024,10000000,0.00221696
1_3 shared memory and atomic,256,1024,10000000,0.1233367
1_4 reduction multi stage,256,1024,10000000,0.0025200641
1_1 basic,256,1024,10000000,0.0032778239
1_3 shared memory and atomic,256,1024,10000000,0.14915994
1_4 reduction multi stage,256,1024,10000000,0.0036751361
1_1 basic,256,1024,10000000,0.0024002559
1_3 shared memory and atomic,256,1024,10000000,0.1332224
1_4 reduction multi stage,256,1024,10000000,0.002568192
1_1 basic,256,1024,10000000,0.0021811199
1_3 shared memory and atomic,256,1024,10000000,0.12236697
1_4 reduction multi stage,256,1024,10000000,0.0025487361
1_1 basic,256,1024,10000000,0.0022620161
1_3 shared memory and atomic,256,1024,10000000,0.12185703
1_4 reduction multi stage,256,1024,10000000,0.0021370881
1_1 basic,256,1024,10000000,0.002321408
1_3 shared memory and atomic,256,1024,10000000,0.12209254
1_4 reduction multi stage,256,1024,10000000,0.002880512
1_1 basic,256,1024,10000000,0.0023070719
1_3 shared memory and atomic,256,1024,10000000,0.12199597
1_4 reduction multi stage,256,1024,10000000,0.0025497601
1_1 basic,256,1024,10000000,0.0033648641
1_3 shared memory and atomic,256,1024,10000000,0.12017664
1_4 reduction multi stage,256,1024,10000000,0.003503104
1_1 basic,256,1024,10000000,0.001978368
1_3 shared memory and atomic,256,1024,10000000,0.12306944
1_4 reduction multi stage,256,1024,10000000,0.0026183679
1_1 basic,256,1024,10000000,0.002564096
1_3 shared memory and atomic,256,1024,10000000,0.12192666
1_4 reduction multi stage,256,1024,10000000,0.0025221119
1_1 basic,1,1,100000000,0.98548016
1_3 shared memory and atomic,1,1,100000000,1.0833511
1_4 reduction multi stage,1,1,100000000,1.234051
1_1 basic,1,1,100000000,0.98797772
1_3 shared memory and atomic,1,1,100000000,1.051009
1_4 reduction multi stage,1,1,100000000,1.2387267
1_1 basic,1,1,100000000,0.9884549
1_3 shared memory and atomic,1,1,100000000,1.0661182
1_4 reduction multi stage,1,1,100000000,1.2339507
1_1 basic,1,1,100000000,0.9829325
1_3 shared memory and atomic,1,1,100000000,1.0856776
1_4 reduction multi stage,1,1,100000000,1.2382003
1_1 basic,1,1,100000000,0.98738586
1_3 shared memory and atomic,1,1,100000000,1.1082609
1_4 reduction multi stage,1,1,100000000,1.2330342
1_1 basic,1,1,100000000,0.98437531
1_3 shared memory and atomic,1,1,100000000,1.0611743
1_4 reduction multi stage,1,1,100000000,1.2384276
1_1 basic,1,1,100000000,0.98788354
1_3 shared memory and atomic,1,1,100000000,1.1340933
1_4 reduction multi stage,1,1,100000000,1.2348835
1_1 basic,1,1,100000000,0.98349365
1_3 shared memory and atomic,1,1,100000000,1.0676101
1_4 reduction multi stage,1,1,100000000,1.2388772
1_1 basic,1,1,100000000,0.99002063
1_3 shared memory and atomic,1,1,100000000,1.0904709
1_4 reduction multi stage,1,1,100000000,1.2340347
1_1 basic,1,1,100000000,0.98092645
1_3 shared memory and atomic,1,1,100000000,1.0853612
1_4 reduction multi stage,1,1,100000000,1.2350679
1_1 basic,1,64,100000000,0.63956482
1_3 shared memory and atomic,1,64,100000000,0.6620979
1_4 reduction multi stage,1,64,100000000,0.73699945
1_1 basic,1,64,100000000,0.63763763
1_3 shared memory and atomic,1,64,100000000,0.65979803
1_4 reduction multi stage,1,64,100000000,0.73398889
1_1 basic,1,64,100000000,0.6390907
1_3 shared memory and atomic,1,64,100000000,0.66256592
1_4 reduction multi stage,1,64,100000000,0.73705475
1_1 basic,1,64,100000000,0.63987915
1_3 shared memory and atomic,1,64,100000000,0.66177637
1_4 reduction multi stage,1,64,100000000,0.73647003
1_1 basic,1,64,100000000,0.63955658
1_3 shared memory and atomic,1,64,100000000,0.66005914
1_4 reduction multi stage,1,64,100000000,0.73930957
1_1 basic,1,64,100000000,0.64588287
1_3 shared memory and atomic,1,64,100000000,0.66257922
1_4 reduction multi stage,1,64,100000000,0.73589453
1_1 basic,1,64,100000000,0.63887054
1_3 shared memory and atomic,1,64,100000000,0.66088141
1_4 reduction multi stage,1,64,100000000,0.73563855
1_1 basic,1,64,100000000,0.63716248
1_3 shared memory and atomic,1,64,100000000,0.65998334
1_4 reduction multi stage,1,64,100000000,0.73492175
1_1 basic,1,64,100000000,0.63955865
1_3 shared memory and atomic,1,64,100000000,0.66208868
1_4 reduction multi stage,1,64,100000000,0.73777252
1_1 basic,1,64,100000000,0.63908862
1_3 shared memory and atomic,1,64,100000000,0.65921124
1_4 reduction multi stage,1,64,100000000,0.73551361
1_1 basic,1,256,100000000,0.63456769
1_3 shared memory and atomic,1,256,100000000,0.65456744
1_4 reduction multi stage,1,256,100000000,0.73331812
1_1 basic,1,256,100000000,0.63527423
1_3 shared memory and atomic,1,256,100000000,0.65760358
1_4 reduction multi stage,1,256,100000000,0.73238629
1_1 basic,1,256,100000000,0.63490149
1_3 shared memory and atomic,1,256,100000000,0.65746429
1_4 reduction multi stage,1,256,100000000,0.73011505
1_1 basic,1,256,100000000,0.63315765
1_3 shared memory and atomic,1,256,100000000,0.65498315
1_4 reduction multi stage,1,256,100000000,0.73320551
1_1 basic,1,256,100000000,0.634966
1_3 shared memory and atomic,1,256,100000000,0.65685913
1_4 reduction multi stage,1,256,100000000,0.73236584
1_1 basic,1,256,100000000,0.63372491
1_3 shared memory and atomic,1,256,100000000,0.65517773
1_4 reduction multi stage,1,256,100000000,0.73519513
1_1 basic,1,256,100000000,0.63436285
1_3 shared memory and atomic,1,256,100000000,0.65908942
1_4 reduction multi stage,1,256,100000000,0.73223578
1_1 basic,1,256,100000000,0.63639862
1_3 shared memory and atomic,1,256,100000000,0.65790424
1_4 reduction multi stage,1,256,100000000,0.73071307
1_1 basic,1,256,100000000,0.6330675
1_3 shared memory and atomic,1,256,100000000,0.65582489
1_4 reduction multi stage,1,256,100000000,0.73076324
1_1 basic,1,256,100000000,0.6330921
1_3 shared memory and atomic,1,256,100000000,0.65924915
1_4 reduction multi stage,1,256,100000000,0.73202789
1_1 basic,1,1024,100000000,0.63564081
1_3 shared memory and atomic,1,1024,100000000,0.65525861
1_4 reduction multi stage,1,1024,100000000,0.72973309
1_1 basic,1,1024,100000000,0.63249512
1_3 shared memory and atomic,1,1024,100000000,0.65407593
1_4 reduction multi stage,1,1024,100000000,0.72961536
1_1 basic,1,1024,100000000,0.63362762
1_3 shared memory and atomic,1,1024,100000000,0.6561485
1_4 reduction multi stage,1,1024,100000000,0.72890881
1_1 basic,1,1024,100000000,0.63154791
1_3 shared memory and atomic,1,1024,100000000,0.65535388
1_4 reduction multi stage,1,1024,100000000,0.73090869
1_1 basic,1,1024,100000000,0.63298151
1_3 shared memory and atomic,1,1024,100000000,0.65501489
1_4 reduction multi stage,1,1024,100000000,0.73039771
1_1 basic,1,1024,100000000,0.63586609
1_3 shared memory and atomic,1,1024,100000000,0.65296997
1_4 reduction multi stage,1,1024,100000000,0.73062811
1_1 basic,1,1024,100000000,0.63122125
1_3 shared memory and atomic,1,1024,100000000,0.65570203
1_4 reduction multi stage,1,1024,100000000,0.73217334
1_1 basic,1,1024,100000000,0.63362048
1_3 shared memory and atomic,1,1024,100000000,0.65437592
1_4 reduction multi stage,1,1024,100000000,0.72844696
1_1 basic,1,1024,100000000,0.63121204
1_3 shared memory and atomic,1,1024,100000000,0.64925903
1_4 reduction multi stage,1,1024,100000000,0.72620746
1_1 basic,1,1024,100000000,0.62732288
1_3 shared memory and atomic,1,1024,100000000,0.64973621
1_4 reduction multi stage,1,1024,100000000,0.73331915
1_1 basic,32,1,100000000,0.18845695
1_3 shared memory and atomic,32,1,100000000,0.13520589
1_4 reduction multi stage,32,1,100000000,0.042862591
1_1 basic,32,1,100000000,0.18854092
1_3 shared memory and atomic,32,1,100000000,0.13634868
1_4 reduction multi stage,32,1,100000000,0.044766209
1_1 basic,32,1,100000000,0.18792551
1_3 shared memory and atomic,32,1,100000000,0.13488435
1_4 reduction multi stage,32,1,100000000,0.043295746
1_1 basic,32,1,100000000,0.18893108
1_3 shared memory and atomic,32,1,100000000,0.13743924
1_4 reduction multi stage,32,1,100000000,0.044953602
1_1 basic,32,1,100000000,0.18902324
1_3 shared memory and atomic,32,1,100000000,0.13512498
1_4 reduction multi stage,32,1,100000000,0.045982719
1_1 basic,32,1,100000000,0.187179
1_3 shared memory and atomic,32,1,100000000,0.13573529
1_4 reduction multi stage,32,1,100000000,0.046274559
1_1 basic,32,1,100000000,0.18673869
1_3 shared memory and atomic,32,1,100000000,0.13482086
1_4 reduction multi stage,32,1,100000000,0.044870655
1_1 basic,32,1,100000000,0.18790092
1_3 shared memory and atomic,32,1,100000000,0.13479321
1_4 reduction multi stage,32,1,100000000,0.044498943
1_1 basic,32,1,100000000,0.18822554
1_3 shared memory and atomic,32,1,100000000,0.13815808
1_4 reduction multi stage,32,1,100000000,0.044225536
1_1 basic,32,1,100000000,0.18874471
1_3 shared memory and atomic,32,1,100000000,0.13536972
1_4 reduction multi stage,32,1,100000000,0.043644928
1_1 basic,32,64,100000000,0.022032385
1_3 shared memory and atomic,32,64,100000000,0.12540928
1_4 reduction multi stage,32,64,100000000,0.022445057
1_1 basic,32,64,100000000,0.019572737
1_3 shared memory and atomic,32,64,100000000,0.12507648
1_4 reduction multi stage,32,64,100000000,0.023450624
1_1 basic,32,64,100000000,0.020937729
1_3 shared memory and atomic,32,64,100000000,0.14770381
1_4 reduction multi stage,32,64,100000000,0.023703552
1_1 basic,32,64,100000000,0.020287489
1_3 shared memory and atomic,32,64,100000000,0.12745728
1_4 reduction multi stage,32,64,100000000,0.024070145
1_1 basic,32,64,100000000,0.020851711
1_3 shared memory and atomic,32,64,100000000,0.12463104
1_4 reduction multi stage,32,64,100000000,0.024344576
1_1 basic,32,64,100000000,0.021127169
1_3 shared memory and atomic,32,64,100000000,0.12335719
1_4 reduction multi stage,32,64,100000000,0.023003136
1_1 basic,32,64,100000000,0.020698112
1_3 shared memory and atomic,32,64,100000000,0.12294553
1_4 reduction multi stage,32,64,100000000,0.023681025
1_1 basic,32,64,100000000,0.019555328
1_3 shared memory and atomic,32,64,100000000,0.12348416
1_4 reduction multi stage,32,64,100000000,0.023935968
1_1 basic,32,64,100000000,0.01946624
1_3 shared memory and atomic,32,64,100000000,0.12318105
1_4 reduction multi stage,32,64,100000000,0.023537664
1_1 basic,32,64,100000000,0.022061056
1_3 shared memory and atomic,32,64,100000000,0.12442522
1_4 reduction multi stage,32,64,100000000,0.02238464
1_1 basic,32,256,100000000,0.019548161
1_3 shared memory and atomic,32,256,100000000,0.12541338
1_4 reduction multi stage,32,256,100000000,0.0221696
1_1 basic,32,256,100000000,0.021613567
1_3 shared memory and atomic,32,256,100000000,0.12622029
1_4 reduction multi stage,32,256,100000000,0.022416384
1_1 basic,32,256,100000000,0.019714048
1_3 shared memory and atomic,32,256,100000000,0.12641997
1_4 reduction multi stage,32,256,100000000,0.023492607
1_1 basic,32,256,100000000,0.020803583
1_3 shared memory and atomic,32,256,100000000,0.12507034
1_4 reduction multi stage,32,256,100000000,0.022187008
1_1 basic,32,256,100000000,0.020898815
1_3 shared memory and atomic,32,256,100000000,0.12495462
1_4 reduction multi stage,32,256,100000000,0.02208256
1_1 basic,32,256,100000000,0.019651585
1_3 shared memory and atomic,32,256,100000000,0.12659405
1_4 reduction multi stage,32,256,100000000,0.023888897
1_1 basic,32,256,100000000,0.0195072
1_3 shared memory and atomic,32,256,100000000,0.12532838
1_4 reduction multi stage,32,256,100000000,0.024408064
1_1 basic,32,256,100000000,0.020632353
1_3 shared memory and atomic,32,256,100000000,0.12643738
1_4 reduction multi stage,32,256,100000000,0.022258688
1_1 basic,32,256,100000000,0.019448832
1_3 shared memory and atomic,32,256,100000000,0.12604006
1_4 reduction multi stage,32,256,100000000,0.022257664
1_1 basic,32,256,100000000,0.019432447
1_3 shared memory and atomic,32,256,100000000,0.12457165
1_4 reduction multi stage,32,256,100000000,0.022387712
1_1 basic,32,1024,100000000,0.022476801
1_3 shared memory and atomic,32,1024,100000000,0.13055489
1_4 reduction multi stage,32,1024,100000000,0.02326528
1_1 basic,32,1024,100000000,0.021203968
1_3 shared memory and atomic,32,1024,100000000,0.13054465
1_4 reduction multi stage,32,1024,100000000,0.024159231
1_1 basic,32,1024,100000000,0.022778879
1_3 shared memory and atomic,32,1024,100000000,0.13225471
1_4 reduction multi stage,32,1024,100000000,0.024385536
1_1 basic,32,1024,100000000,0.022894592
1_3 shared memory and atomic,32,1024,100000000,0.13068288
1_4 reduction multi stage,32,1024,100000000,0.025657345
1_1 basic,32,1024,100000000,0.021389313
1_3 shared memory and atomic,32,1024,100000000,0.1306409
1_4 reduction multi stage,32,1024,100000000,0.024279039
1_1 basic,32,1024,100000000,0.021796864
1_3 shared memory and atomic,32,1024,100000000,0.12878029
1_4 reduction multi stage,32,1024,100000000,0.0241152
1_1 basic,32,1024,100000000,0.021516289
1_3 shared memory and atomic,32,1024,100000000,0.13047092
1_4 reduction multi stage,32,1024,100000000,0.024877056
1_1 basic,32,1024,100000000,0.020306944
1_3 shared memory and atomic,32,1024,100000000,0.13057843
1_4 reduction multi stage,32,1024,100000000,0.023871489
1_1 basic,32,1024,100000000,0.020160513
1_3 shared memory and atomic,32,1024,100000000,0.13232947
1_4 reduction multi stage,32,1024,100000000,0.0231168
1_1 basic,32,1024,100000000,0.022178816
1_3 shared memory and atomic,32,1024,100000000,0.13044122
1_4 reduction multi stage,32,1024,100000000,0.025077761
1_1 basic,64,1,100000000,0.19027559
1_3 shared memory and atomic,64,1,100000000,0.21939917
1_4 reduction multi stage,64,1,100000000,0.041777153
1_1 basic,64,1,100000000,0.18828902
1_3 shared memory and atomic,64,1,100000000,0.21740237
1_4 reduction multi stage,64,1,100000000,0.04158976
1_1 basic,64,1,100000000,0.18853786
1_3 shared memory and atomic,64,1,100000000,0.2193838
1_4 reduction multi stage,64,1,100000000,0.040669186
1_1 basic,64,1,100000000,0.18751796
1_3 shared memory and atomic,64,1,100000000,0.21850726
1_4 reduction multi stage,64,1,100000000,0.041594879
1_1 basic,64,1,100000000,0.18871706
1_3 shared memory and atomic,64,1,100000000,0.21814067
1_4 reduction multi stage,64,1,100000000,0.041857025
1_1 basic,64,1,100000000,0.18869862
1_3 shared memory and atomic,64,1,100000000,0.21921997
1_4 reduction multi stage,64,1,100000000,0.04176384
1_1 basic,64,1,100000000,0.19012506
1_3 shared memory and atomic,64,1,100000000,0.21847346
1_4 reduction multi stage,64,1,100000000,0.041810944
1_1 basic,64,1,100000000,0.1893929
1_3 shared memory and atomic,64,1,100000000,0.21913498
1_4 reduction multi stage,64,1,100000000,0.041943039
1_1 basic,64,1,100000000,0.18895053
1_3 shared memory and atomic,64,1,100000000,0.2186711
1_4 reduction multi stage,64,1,100000000,0.040259583
1_1 basic,64,1,100000000,0.18743091
1_3 shared memory and atomic,64,1,100000000,0.2193838
1_4 reduction multi stage,64,1,100000000,0.0410112
1_1 basic,64,64,100000000,0.019465216
1_3 shared memory and atomic,64,64,100000000,0.19464294
1_4 reduction multi stage,64,64,100000000,0.023847937
1_1 basic,64,64,100000000,0.021029888
1_3 shared memory and atomic,64,64,100000000,0.19202867
1_4 reduction multi stage,64,64,100000000,0.025156609
1_1 basic,64,64,100000000,0.020987904
1_3 shared memory and atomic,64,64,100000000,0.19109683
1_4 reduction multi stage,64,64,100000000,0.025238527
1_1 basic,64,64,100000000,0.021120001
1_3 shared memory and atomic,64,64,100000000,0.19134259
1_4 reduction multi stage,64,64,100000000,0.023653376
1_1 basic,64,64,100000000,0.020794369
1_3 shared memory and atomic,64,64,100000000,0.19260724
1_4 reduction multi stage,64,64,100000000,0.023543808
1_1 basic,64,64,100000000,0.021389313
1_3 shared memory and atomic,64,64,100000000,0.1947607
1_4 reduction multi stage,64,64,100000000,0.022716415
1_1 basic,64,64,100000000,0.020943872
1_3 shared memory and atomic,64,64,100000000,0.1902377
1_4 reduction multi stage,64,64,100000000,0.023787519
1_1 basic,64,64,100000000,0.020339712
1_3 shared memory and atomic,64,64,100000000,0.18772377
1_4 reduction multi stage,64,64,100000000,0.022416384
1_1 basic,64,64,100000000,0.021163008
1_3 shared memory and atomic,64,64,100000000,0.18989261
1_4 reduction multi stage,64,64,100000000,0.023842815
1_1 basic,64,64,100000000,0.019850048
1_3 shared memory and atomic,64,64,100000000,0.19121869
1_4 reduction multi stage,64,64,100000000,0.023729153
1_1 basic,64,256,100000000,0.019554304
1_3 shared memory and atomic,64,256,100000000,0.21714944
1_4 reduction multi stage,64,256,100000000,0.024860672
1_1 basic,64,256,100000000,0.019789824
1_3 shared memory and atomic,64,256,100000000,0.21534924
1_4 reduction multi stage,64,256,100000000,0.024117249
1_1 basic,64,256,100000000,0.019710976
1_3 shared memory and atomic,64,256,100000000,0.2144942
1_4 reduction multi stage,64,256,100000000,0.024153088
1_1 basic,64,256,100000000,0.019771393
1_3 shared memory and atomic,64,256,100000000,0.21957735
1_4 reduction multi stage,64,256,100000000,0.0256768
1_1 basic,64,256,100000000,0.020217855
1_3 shared memory and atomic,64,256,100000000,0.22015898
1_4 reduction multi stage,64,256,100000000,0.023878656
1_1 basic,64,256,100000000,0.020826113
1_3 shared memory and atomic,64,256,100000000,0.22009138
1_4 reduction multi stage,64,256,100000000,0.024916992
1_1 basic,64,256,100000000,0.02122752
1_3 shared memory and atomic,64,256,100000000,0.21965721
1_4 reduction multi stage,64,256,100000000,0.023498753
1_1 basic,64,256,100000000,0.021120001
1_3 shared memory and atomic,64,256,100000000,0.22036787
1_4 reduction multi stage,64,256,100000000,0.025040895
1_1 basic,64,256,100000000,0.020808704
1_3 shared memory and atomic,64,256,100000000,0.21498778
1_4 reduction multi stage,64,256,100000000,0.024125441
1_1 basic,64,256,100000000,0.019741695
1_3 shared memory and atomic,64,256,100000000,0.21978726
